company_size,industry,tech_stack_keywords,page_visits,intent_signal,historical_conversion_rate,converted
1365,Health,"AWS, Kotlin",14,0.33,0.11,0
129,Retail,NodeJS,52,0.34,0.03,1
1015,Health,SQL,84,0.71,0.96,1
1800,Health,NodeJS,72,0.7,0.79,1
4613,Tech,"Java, Kotlin, React",91,0.46,0.33,1
1519,Tech,"NodeJS, Kotlin",61,0.95,0.38,1
4182,Retail,"Python, Kotlin",41,0.87,0.06,1
1199,Tech,"Kotlin, SQL",21,0.87,0.16,1
3874,Tech,SQL,48,0.35,0.31,1
2475,Tech,AWS,56,0.43,0.39,1
3486,Health,"Kotlin, Java, Python",35,0.42,0.62,1
4050,Retail,SQL,44,0.44,0.35,1
3720,Health,"Kotlin, Java, Python",39,0.89,0.95,1
303,Education,"React, Java, AWS",15,0.25,0.34,0
3953,Health,"NodeJS, SQL",12,0.8,0.94,1
4684,Education,"Kotlin, Java",98,0.51,0.73,1
987,Finance,"NodeJS, Java, SQL",8,0.25,0.9,0
1864,Finance,"Python, Kotlin",94,0.53,0.7,1
4441,Education,Java,67,0.2,0.57,1
4910,Education,SQL,94,0.11,0.51,1
3073,Health,"Kotlin, SQL",93,0.84,0.29,1
3125,Education,Kotlin,1,0.7,0.3,0
1328,Retail,SQL,80,0.2,0.22,1
2409,Finance,"Python, SQL",42,0.94,0.39,1
3674,Finance,"Kotlin, SQL",31,0.02,0.13,0
3292,Education,"React, Kotlin",74,0.33,0.39,1
4034,Tech,"Kotlin, Java, React",30,0.02,0.83,1
704,Tech,"Kotlin, React, Python",43,0.14,0.87,1
575,Education,"NodeJS, Kotlin, React",26,0.18,0.64,0
3233,Retail,"NodeJS, React",12,0.81,0.26,0
4784,Tech,"AWS, Java, SQL",59,0.99,0.24,1
2633,Education,"NodeJS, Python, Kotlin",69,0.87,0.28,1
3829,Retail,"SQL, Python, AWS",73,0.64,0.5,1
3231,Retail,"React, AWS, NodeJS",11,0.72,0.98,1
489,Health,"Kotlin, Java",47,0.52,0.11,1
1348,Retail,Python,23,0.42,0.5,0
3682,Tech,"SQL, NodeJS",81,0.69,0.68,1
3174,Tech,"Python, SQL",43,0.97,0.25,1
4590,Education,"Kotlin, Java, Python",77,0.03,0.97,1
1668,Education,"Python, AWS, Kotlin",81,0.31,0.35,1
1638,Retail,"SQL, Kotlin, NodeJS",87,0.33,0.93,1
4115,Finance,"Python, Java, React",39,0.41,0.6,1
3554,Health,"Kotlin, NodeJS, Python",73,0.63,0.0,1
1001,Finance,"Java, React",82,0.51,0.31,1
851,Retail,NodeJS,55,0.02,0.02,0
1389,Retail,React,18,0.41,0.38,0
3713,Finance,React,94,0.62,0.93,1
1368,Health,"Python, AWS",42,0.5,0.78,1
822,Finance,"Python, Java",26,0.87,0.62,1
455,Education,"SQL, React",18,0.4,0.54,0
1625,Tech,"NodeJS, Java",85,0.01,0.37,1
2773,Education,"Kotlin, React, Python",41,0.28,0.21,0
3727,Tech,Python,42,0.14,0.06,0
3148,Retail,"SQL, Python",33,0.25,0.19,0
4090,Health,Python,43,0.36,0.35,1
4807,Finance,Java,14,0.68,0.52,1
2191,Health,"Python, AWS, React",55,0.32,0.2,1
917,Finance,"AWS, SQL, Python",58,0.88,0.97,1
3987,Education,Java,10,0.3,0.08,0
2876,Education,NodeJS,28,0.14,0.09,0
1441,Finance,"SQL, Kotlin, AWS",14,0.17,0.68,0
4401,Health,"SQL, AWS",83,0.93,0.76,1
736,Finance,"React, Python",26,0.45,0.97,1
3569,Retail,"AWS, React",74,0.4,0.53,1
3339,Education,NodeJS,17,0.07,0.17,0
3016,Retail,NodeJS,34,0.73,0.94,1
2890,Education,"SQL, Python",14,0.69,0.98,1
962,Education,"Python, React, Java",26,0.38,0.92,1
2990,Tech,Python,34,0.69,0.87,1
3849,Retail,"React, AWS",83,0.37,0.08,1
1027,Retail,"Kotlin, SQL",24,0.07,0.85,0
3866,Tech,Kotlin,95,0.74,0.95,1
2864,Health,"Kotlin, AWS, SQL",70,0.97,0.55,1
2502,Retail,"Python, NodeJS",20,0.65,0.77,1
1948,Finance,Python,39,0.28,0.66,1
1178,Tech,"AWS, React",45,0.27,0.29,1
4761,Retail,"SQL, NodeJS",34,0.93,0.59,1
12,Health,NodeJS,22,0.3,0.89,1
4400,Retail,"Python, React, SQL",71,0.77,0.5,1
3365,Education,React,33,0.64,0.59,1
3023,Finance,"Kotlin, Java",6,0.59,0.53,0
3372,Tech,"Python, Kotlin, SQL",16,0.18,0.28,0
2831,Education,Kotlin,72,0.03,0.64,1
43,Health,React,23,0.49,0.51,1
944,Education,"Python, AWS",18,0.99,0.23,1
2391,Education,"AWS, NodeJS",14,0.2,0.9,0
2546,Health,"NodeJS, AWS",50,0.54,0.95,1
2412,Education,"SQL, Python",61,0.67,0.06,1
4987,Tech,React,36,0.48,0.62,1
1005,Retail,"Java, AWS",15,0.51,0.42,0
21,Education,"NodeJS, SQL",5,0.66,0.53,0
407,Tech,"Java, SQL",53,0.81,0.37,1
1015,Retail,"AWS, Java, SQL",48,0.33,0.47,1
4432,Retail,"React, AWS, Python",79,0.9,0.32,1
1839,Education,AWS,11,0.48,0.12,0
3189,Tech,React,2,0.66,0.3,0
715,Education,"Java, NodeJS, Python",87,0.11,0.67,1
4147,Health,Kotlin,24,0.49,0.05,0
3855,Retail,"SQL, AWS",82,0.02,0.38,1
4420,Education,"Kotlin, NodeJS",68,0.39,0.04,1
4885,Retail,SQL,79,0.05,0.36,1
141,Tech,"AWS, React",12,0.9,0.09,0
4566,Finance,Python,59,0.67,0.34,1
4883,Education,"SQL, React, Kotlin",67,0.79,0.84,1
964,Education,"NodeJS, Java",32,0.47,0.61,1
373,Retail,"AWS, NodeJS, SQL",36,0.85,0.68,1
3636,Tech,"Kotlin, AWS, Java",21,0.87,0.5,1
2542,Health,"NodeJS, Python, AWS",70,0.36,0.92,1
3611,Tech,"AWS, React",66,0.38,0.54,1
1693,Education,NodeJS,9,0.51,0.1,0
106,Health,AWS,76,0.04,0.93,1
1682,Tech,"Kotlin, SQL",44,1.0,0.13,1
4098,Finance,"React, Kotlin, AWS",59,0.36,1.0,1
4017,Retail,Kotlin,24,0.47,0.44,0
2637,Tech,"AWS, Kotlin",63,0.75,0.07,1
2138,Tech,React,78,0.3,0.86,1
3417,Finance,"NodeJS, AWS, Python",41,0.2,0.09,0
4446,Education,"Kotlin, React, SQL",76,0.13,0.17,1
3531,Retail,"SQL, Java, React",91,0.53,0.42,1
1287,Tech,Kotlin,74,0.01,0.68,1
3180,Health,"Python, AWS, Kotlin",2,0.71,0.12,0
3655,Tech,"NodeJS, React, AWS",95,0.46,0.62,1
2360,Retail,"Kotlin, Java, React",28,0.53,0.78,1
445,Tech,"Python, Java",16,0.26,0.12,0
36,Finance,"Java, Python",59,0.18,0.65,1
1476,Tech,"NodeJS, React, Python",1,0.7,0.96,1
3958,Tech,Kotlin,86,0.21,0.97,1
1799,Health,React,1,0.78,0.16,0
1846,Finance,"NodeJS, Kotlin, Java",31,0.2,0.76,1
1409,Finance,"Java, NodeJS, AWS",22,0.61,0.85,1
1709,Tech,"Java, Kotlin, SQL",98,0.64,0.89,1
2939,Health,"Java, Kotlin",76,0.51,0.32,1
1301,Tech,"AWS, Python",59,1.0,0.27,1
1244,Tech,Kotlin,87,0.38,0.05,1
3977,Retail,Python,28,0.88,0.4,1
3098,Retail,"React, AWS, NodeJS",76,0.17,0.12,1
4617,Health,React,27,0.34,0.79,1
10,Education,"Java, NodeJS",87,0.15,0.14,1
2426,Retail,AWS,1,0.6,0.82,1
1661,Education,Python,2,0.64,0.11,0
2632,Finance,"NodeJS, Python",95,0.45,0.48,1
4816,Retail,Python,66,0.72,0.38,1
1073,Retail,"AWS, Java",49,0.87,0.6,1
3226,Health,"Python, React",89,0.78,0.52,1
4955,Education,"SQL, React, Kotlin",19,0.24,0.6,0
1317,Retail,NodeJS,28,0.32,0.0,0
4146,Retail,"AWS, React",70,0.38,0.13,1
3684,Health,Python,39,0.2,0.52,1
3274,Health,AWS,19,0.36,0.23,0
146,Education,"React, SQL",64,0.24,0.08,1
3041,Finance,Java,58,1.0,0.22,1
1463,Finance,"Python, Java",17,0.78,0.78,1
4677,Tech,"SQL, Java, Kotlin",70,0.86,0.54,1
1585,Retail,"React, NodeJS",79,0.92,0.19,1
483,Education,"SQL, Python",86,0.67,0.02,1
3180,Retail,"Kotlin, AWS",41,0.18,0.36,0
1250,Education,React,98,0.76,0.36,1
4769,Education,"React, SQL, AWS",5,0.02,0.74,0
631,Education,AWS,23,0.11,0.92,1
662,Retail,"AWS, NodeJS",69,0.03,0.37,1
3504,Health,"AWS, NodeJS",10,0.14,0.69,0
2853,Retail,"NodeJS, React, AWS",68,0.75,0.63,1
2467,Education,"React, NodeJS",12,0.89,0.42,1
988,Tech,"React, Java, NodeJS",10,0.28,0.07,0
1547,Finance,"React, Kotlin, Python",60,0.12,0.47,1
650,Education,"Java, AWS",30,0.27,0.35,0
969,Tech,"React, Java",24,0.65,0.55,1
2638,Health,SQL,69,0.35,0.13,1
1101,Education,"SQL, Java, React",13,0.96,0.72,1
441,Tech,React,100,0.13,0.79,1
770,Education,SQL,9,0.99,0.39,1
1344,Retail,"AWS, Java",18,0.01,0.18,0
4359,Tech,"Kotlin, SQL",35,0.45,0.62,1
3730,Retail,Java,95,0.25,0.96,1
3907,Retail,"Kotlin, Java, React",88,0.57,0.7,1
1578,Tech,"Kotlin, NodeJS, AWS",4,0.1,0.12,0
4009,Finance,"NodeJS, Python",41,0.88,0.4,1
3352,Tech,SQL,26,0.14,0.92,1
4796,Finance,NodeJS,44,0.59,0.63,1
2350,Education,"Java, Kotlin",42,0.03,0.15,0
3603,Education,Java,10,0.31,0.72,0
1242,Tech,"SQL, AWS",73,0.15,0.35,1
1126,Education,"Python, AWS, React",1,0.98,0.49,1
2602,Health,"Python, React, AWS",54,0.01,0.42,1
1191,Retail,"Java, Python",16,0.35,0.73,0
4132,Retail,"NodeJS, Java",46,0.3,0.22,1
4840,Finance,"AWS, SQL",13,0.66,0.39,0
4449,Education,"NodeJS, SQL, Kotlin",64,0.06,0.74,1
73,Finance,"Python, SQL, Java",78,0.81,0.7,1
1915,Retail,Python,87,0.47,0.2,1
2473,Retail,"Kotlin, AWS, Java",55,0.45,0.35,1
3047,Education,"Java, Kotlin",63,0.23,0.01,1
708,Health,React,18,0.49,0.53,0
1805,Health,"Kotlin, Python",61,0.36,0.28,1
3714,Education,"NodeJS, Python, AWS",92,0.25,0.01,1
2565,Education,AWS,20,0.17,0.42,0
2476,Finance,"Python, AWS, NodeJS",65,0.73,0.93,1
3611,Education,Python,64,0.14,0.92,1
4256,Health,Kotlin,76,0.17,0.37,1
2824,Education,NodeJS,91,0.58,0.45,1
1736,Finance,Kotlin,64,0.23,0.24,1
1586,Finance,"React, Python, Kotlin",13,0.46,0.07,0
67,Finance,AWS,68,0.55,0.69,1
3062,Finance,"Java, NodeJS",89,0.27,0.8,1
2429,Tech,"Python, Java",70,0.34,0.88,1
4154,Education,"React, Python, Kotlin",57,0.21,0.94,1
342,Retail,"Kotlin, React, Java",45,0.46,0.92,1
2775,Education,Kotlin,86,0.99,0.03,1
2818,Tech,AWS,38,0.36,0.98,1
2662,Finance,AWS,54,0.65,0.38,1
1233,Tech,"AWS, NodeJS",36,0.64,0.89,1
3875,Health,"SQL, React, AWS",67,0.79,0.44,1
2402,Health,"Kotlin, React",79,0.71,0.42,1
1495,Education,Kotlin,11,0.01,0.01,0
4212,Education,"Python, React",98,0.31,0.05,1
662,Retail,"SQL, Kotlin, AWS",27,0.87,0.67,1
3884,Retail,AWS,87,0.54,0.94,1
3620,Health,Java,17,0.1,0.22,0
1869,Finance,"AWS, NodeJS, Python",87,0.28,0.09,1
2335,Tech,"Java, Kotlin",98,0.28,0.21,1
3375,Retail,"NodeJS, Java, Kotlin",85,0.87,0.21,1
1017,Retail,Python,33,0.55,0.29,1
4407,Finance,AWS,5,0.61,0.09,0
208,Finance,"Python, NodeJS, Java",81,0.37,0.24,1
2666,Education,AWS,62,0.06,0.92,1
2494,Tech,SQL,65,0.08,0.89,1
633,Finance,"Python, Kotlin, Java",71,0.42,0.32,1
2103,Retail,"Java, React",67,0.18,1.0,1
2960,Retail,"Kotlin, React",90,0.1,0.3,1
3084,Health,AWS,80,0.26,0.72,1
4753,Finance,"SQL, Kotlin",80,0.74,0.64,1
1932,Education,"React, SQL",44,0.07,0.06,0
3720,Tech,"Java, Python, NodeJS",14,0.45,0.34,0
2563,Education,"SQL, Java",90,0.83,0.95,1
1680,Retail,"Java, AWS, NodeJS",91,0.27,0.05,1
237,Education,Python,57,0.3,0.17,1
4444,Retail,"SQL, AWS",48,0.88,0.97,1
4726,Retail,"AWS, Java",17,0.65,0.04,0
1541,Retail,"NodeJS, Kotlin, SQL",44,0.8,0.45,1
3944,Retail,React,4,0.29,0.92,0
364,Retail,"Java, React",81,1.0,0.94,1
2369,Health,"Python, Java, Kotlin",97,0.14,0.98,1
286,Education,"AWS, Python, SQL",30,0.96,0.48,1
149,Health,"React, Python, AWS",85,0.9,0.09,1
4038,Health,"NodeJS, AWS",81,0.55,0.77,1
4552,Finance,"AWS, Python, SQL",75,0.59,0.71,1
1767,Finance,Kotlin,55,0.78,0.58,1
4896,Finance,"React, Python",30,0.31,0.89,1
1013,Tech,"NodeJS, Python, AWS",18,0.53,0.91,1
2832,Finance,Java,84,0.9,0.68,1
2508,Education,"SQL, Python, Kotlin",98,0.07,0.11,1
1524,Health,Python,92,0.91,0.1,1
2786,Education,"Java, Python, SQL",73,0.73,0.41,1
2557,Finance,"Python, Kotlin, NodeJS",44,0.77,0.29,1
3726,Tech,"Python, React, Java",62,0.06,0.13,1
4577,Tech,"Java, NodeJS",31,0.19,0.61,1
1602,Health,"Python, React, Java",16,0.93,0.68,1
2409,Education,"Kotlin, SQL",95,0.12,0.7,1
341,Retail,"Kotlin, Python",93,0.63,0.18,1
2818,Education,NodeJS,77,0.78,0.31,1
2497,Finance,"Kotlin, SQL",23,0.23,0.2,0
4931,Retail,"SQL, React",14,0.7,0.6,1
1726,Tech,"Python, Java, Kotlin",2,0.07,0.57,0
1690,Health,AWS,12,0.5,0.5,0
3268,Health,"AWS, Java",58,0.33,0.3,1
4407,Tech,"Python, NodeJS",92,0.65,0.24,1
262,Finance,"React, Kotlin, Java",96,0.89,0.89,1
1443,Tech,"Kotlin, AWS",56,0.13,0.05,0
406,Finance,React,24,0.45,0.66,1
2191,Retail,"React, SQL, NodeJS",37,0.42,0.02,0
4438,Tech,React,29,0.32,0.19,0
244,Finance,"Java, Python, Kotlin",42,0.48,0.29,1
4586,Retail,Kotlin,18,0.88,0.89,1
4108,Tech,"Kotlin, Java",3,0.97,0.14,0
561,Health,SQL,77,0.0,0.94,1
4138,Tech,Kotlin,13,0.74,0.82,1
2726,Education,AWS,29,0.62,0.68,1
594,Tech,"Python, NodeJS",66,0.99,0.41,1
1827,Education,"Java, React, AWS",59,0.09,0.91,1
3230,Retail,SQL,92,0.81,0.53,1
3288,Tech,Kotlin,48,0.93,0.37,1
4074,Retail,"Kotlin, SQL",4,0.91,0.59,1
134,Retail,React,51,0.56,0.23,1
3139,Finance,"React, AWS, Kotlin",5,0.33,0.27,0
3920,Retail,"SQL, React",39,0.64,0.92,1
73,Retail,NodeJS,41,0.31,0.79,1
4495,Tech,"Python, SQL",5,0.41,0.51,0
4226,Tech,"Python, SQL",8,0.45,0.42,0
2979,Health,"AWS, SQL, Java",98,0.3,0.81,1
4362,Finance,"NodeJS, AWS, Python",56,0.34,0.57,1
1986,Retail,"SQL, Kotlin",25,0.01,0.42,0
793,Finance,"Python, Java, AWS",91,0.3,0.52,1
4260,Education,"Java, NodeJS, Kotlin",52,0.47,0.23,1
95,Retail,NodeJS,52,0.17,0.2,1
1134,Finance,Python,7,0.81,0.99,1
4918,Health,"React, SQL, Java",61,0.54,0.97,1
238,Health,"Java, Python",100,0.79,0.42,1
2947,Retail,"React, Python",96,0.13,0.52,1
2531,Education,"Kotlin, React, AWS",85,0.82,0.83,1
1961,Health,"Kotlin, AWS",47,0.96,0.73,1
1049,Health,"Java, React",82,0.35,0.1,1
2530,Education,"SQL, NodeJS, React",66,0.28,0.37,1
2965,Finance,"SQL, Python",59,0.65,0.25,1
964,Health,"SQL, React, AWS",5,0.64,0.99,1
537,Tech,"Python, Java, AWS",44,0.11,0.75,1
4224,Health,AWS,42,0.93,0.05,1
3680,Finance,AWS,61,0.48,0.9,1
4188,Finance,"Kotlin, Python, NodeJS",63,0.76,0.93,1
3725,Retail,"Kotlin, Python, SQL",50,0.36,0.33,1
543,Tech,SQL,38,0.26,0.64,1
846,Finance,"Kotlin, SQL",92,0.11,0.68,1
3604,Education,Java,95,0.27,0.73,1
3037,Tech,"Python, React, SQL",54,0.99,0.69,1
2495,Tech,"AWS, NodeJS",44,0.66,0.56,1
4486,Education,"React, Python, NodeJS",24,0.8,0.95,1
2720,Health,"SQL, React",63,0.96,0.51,1
1885,Education,Java,97,0.08,0.11,1
4139,Education,"Python, AWS, NodeJS",39,0.16,0.08,0
4350,Health,Kotlin,12,0.93,0.02,0
3202,Health,"React, SQL",63,0.56,0.43,1
2711,Health,"NodeJS, Kotlin, React",9,0.63,0.27,0
1954,Health,"NodeJS, React, AWS",79,0.43,0.9,1
4738,Health,"React, AWS",87,0.81,0.87,1
3851,Education,"Java, Python",22,0.52,0.84,1
690,Retail,"Java, Python",36,0.83,0.87,1
1951,Retail,"NodeJS, Python",74,0.99,0.3,1
457,Finance,React,28,0.65,0.43,1
2131,Retail,Python,56,0.53,0.31,1
3977,Retail,"Python, SQL, NodeJS",99,0.37,0.09,1
4245,Education,"NodeJS, Python",29,0.19,0.92,1
1180,Health,"Kotlin, React, NodeJS",5,0.66,0.62,0
4286,Health,Kotlin,4,0.06,0.13,0
3566,Education,"React, Python",51,0.96,0.21,1
883,Retail,"Python, Java",15,0.65,0.45,0
400,Education,AWS,94,0.96,0.05,1
609,Finance,"SQL, React",60,0.27,0.27,1
1639,Health,"Kotlin, SQL, NodeJS",26,0.95,0.7,1
2149,Tech,"Python, SQL, Kotlin",23,0.61,0.92,1
1383,Finance,NodeJS,29,0.81,0.93,1
1404,Finance,React,86,0.18,0.52,1
820,Education,Kotlin,99,0.5,0.31,1
3293,Retail,SQL,57,0.57,0.92,1
820,Health,"Kotlin, AWS, Python",62,0.39,0.79,1
420,Tech,"SQL, React, Kotlin",59,0.25,0.59,1
4220,Finance,Kotlin,48,0.9,0.83,1
4518,Tech,"AWS, Java",82,0.09,0.46,1
3303,Retail,Kotlin,35,0.15,0.11,0
1509,Retail,"NodeJS, AWS",46,0.32,0.94,1
768,Tech,"React, Kotlin",33,0.92,0.53,1
2045,Health,Python,71,0.56,0.7,1
2140,Retail,"AWS, React",98,0.37,0.39,1
3030,Tech,"AWS, SQL, Python",10,0.4,0.14,0
1550,Finance,AWS,88,0.84,0.27,1
1765,Tech,"AWS, React",89,0.03,0.04,1
2646,Tech,Python,48,0.01,0.09,0
3717,Education,"React, SQL",44,0.05,0.2,0
4606,Retail,"NodeJS, Python",91,0.47,0.56,1
4482,Health,"Java, AWS, NodeJS",70,0.58,0.99,1
2294,Health,Python,63,0.62,0.84,1
4838,Education,"AWS, NodeJS",49,0.73,0.09,1
2709,Health,"Kotlin, NodeJS",72,0.19,0.84,1
901,Tech,"AWS, React, SQL",85,0.26,0.54,1
3085,Education,"Python, AWS, NodeJS",41,0.24,0.66,1
2010,Finance,"AWS, NodeJS",83,0.15,0.13,1
242,Retail,"Java, Kotlin",98,0.24,0.4,1
2386,Retail,NodeJS,39,0.61,0.88,1
4269,Retail,NodeJS,23,0.37,0.43,0
672,Tech,"SQL, Java, Kotlin",13,0.77,0.13,0
164,Finance,"Python, React, SQL",53,0.54,0.31,1
465,Education,NodeJS,92,0.21,0.22,1
3043,Education,"Kotlin, NodeJS, SQL",70,0.47,0.69,1
4593,Retail,"SQL, NodeJS, AWS",57,0.59,0.91,1
4796,Finance,SQL,76,0.87,0.73,1
2443,Finance,NodeJS,67,0.83,0.84,1
4799,Finance,"NodeJS, AWS",48,0.43,0.81,1
2356,Health,"NodeJS, Kotlin, React",20,0.65,0.01,0
4279,Health,"NodeJS, AWS",62,0.3,0.12,1
4725,Retail,NodeJS,45,0.63,0.42,1
2558,Finance,"NodeJS, React",63,0.91,0.11,1
546,Finance,"SQL, Kotlin, React",8,0.62,0.73,1
4720,Education,"Python, AWS",26,0.3,0.07,0
3836,Education,"React, SQL",38,0.64,0.42,1
594,Retail,"AWS, NodeJS, Kotlin",92,0.9,0.39,1
4840,Finance,Java,99,0.14,0.54,1
3805,Retail,NodeJS,41,0.48,0.63,1
1460,Education,"SQL, NodeJS",2,0.32,0.95,0
3494,Education,Java,7,0.24,0.27,0
2602,Health,"React, AWS",25,0.4,0.67,1
2445,Retail,NodeJS,51,0.39,0.04,1
2673,Retail,"NodeJS, Java",50,0.21,0.0,0
4201,Finance,Python,96,0.4,0.03,1
17,Finance,SQL,64,0.63,0.45,1
3192,Health,SQL,12,0.03,0.56,0
393,Tech,"Kotlin, React",53,0.99,0.01,1
425,Tech,"AWS, SQL, React",75,0.3,0.4,1
572,Tech,"Java, Python",10,0.62,0.04,0
3632,Retail,Kotlin,61,0.28,0.65,1
1121,Retail,SQL,55,0.39,0.63,1
242,Education,AWS,99,0.55,0.78,1
3898,Retail,Kotlin,68,0.61,0.55,1
4096,Retail,Java,42,0.77,0.62,1
2280,Retail,"SQL, Java, React",66,0.79,0.28,1
789,Health,Python,44,0.52,0.09,1
715,Retail,"Kotlin, AWS, Python",28,0.08,0.74,0
4855,Finance,"React, Python",78,0.56,0.61,1
2850,Finance,Kotlin,58,0.48,0.94,1
776,Education,"Java, Kotlin, Python",93,0.22,0.99,1
4027,Health,Python,2,0.01,0.85,0
2248,Finance,"NodeJS, Python",55,0.32,0.99,1
79,Health,"React, Kotlin, Java",34,0.26,0.65,1
3927,Health,AWS,97,0.48,0.09,1
856,Education,"Kotlin, NodeJS, React",20,0.76,0.09,0
2149,Health,"NodeJS, Kotlin",47,0.44,0.81,1
1032,Retail,"SQL, React",94,0.95,0.24,1
4941,Health,Java,26,0.22,0.06,0
3272,Education,AWS,84,0.22,0.47,1
3577,Education,Kotlin,1,0.6,0.31,0
4183,Education,"React, NodeJS, AWS",65,0.9,0.59,1
3457,Finance,Python,89,0.67,0.6,1
3507,Retail,"Java, AWS, Python",97,0.67,0.68,1
408,Finance,Kotlin,87,0.81,0.58,1
2712,Tech,"Python, AWS",75,0.67,0.38,1
3089,Retail,"Kotlin, SQL, NodeJS",15,0.76,0.02,0
1669,Health,"Python, Java",14,0.87,0.91,1
148,Education,"React, Kotlin, Java",55,0.01,0.33,1
4328,Tech,"SQL, AWS, React",1,0.89,0.51,1
3898,Retail,"SQL, NodeJS, Java",33,0.22,0.56,1
1951,Finance,AWS,70,0.91,0.31,1
366,Education,SQL,56,0.27,0.31,1
1675,Finance,"Java, SQL, Kotlin",23,0.46,0.26,0
4532,Retail,"SQL, React, NodeJS",54,0.93,0.24,1
4495,Retail,"Kotlin, AWS",90,0.11,0.03,1
2547,Tech,"AWS, Java",3,0.75,0.96,1
563,Health,"Java, Kotlin",46,0.39,0.6,1
3563,Finance,"Java, React",6,0.02,0.11,0
2490,Tech,"NodeJS, SQL",25,0.94,0.59,1
773,Education,Python,17,0.12,0.23,0
2038,Health,"Java, AWS",28,0.77,0.31,1
3424,Tech,NodeJS,32,0.38,0.8,1
2568,Finance,"React, AWS, Java",93,0.81,0.89,1
1574,Retail,SQL,23,0.75,0.7,1
3695,Education,"SQL, Python",16,0.63,0.93,1
3292,Finance,Python,96,0.94,0.91,1
1247,Health,"Java, AWS",26,0.1,0.55,0
3720,Health,"Python, AWS, React",33,0.8,0.91,1
3840,Retail,"Kotlin, React",58,0.67,0.54,1
360,Retail,"React, Kotlin",48,0.31,0.1,0
2377,Education,"Kotlin, AWS",83,0.55,0.83,1
3010,Education,"React, Kotlin, Java",55,0.64,0.13,1
2994,Retail,React,41,0.74,0.32,1
963,Retail,"React, Java",62,0.19,0.38,1
3633,Health,SQL,17,0.1,0.81,0
1828,Retail,React,59,0.1,0.08,0
1614,Tech,"Kotlin, SQL",14,0.29,0.44,0
1641,Finance,"React, AWS",82,0.15,0.44,1
2217,Retail,"Kotlin, Java, AWS",21,0.54,0.58,1
4313,Education,Python,63,0.44,0.35,1
378,Tech,AWS,46,0.89,0.58,1
4215,Education,"React, SQL",55,0.72,0.99,1
4286,Tech,"AWS, NodeJS, Python",62,0.21,0.07,1
370,Retail,SQL,39,0.05,0.87,1
2197,Finance,Kotlin,42,0.71,0.31,1
3748,Education,"NodeJS, Kotlin, React",48,0.85,0.47,1
652,Tech,AWS,28,0.7,0.74,1
770,Health,"NodeJS, Python",84,0.64,0.91,1
2422,Retail,"NodeJS, AWS, SQL",6,0.25,0.01,0
781,Finance,"Python, NodeJS",59,0.49,0.66,1
1717,Retail,"AWS, Kotlin, Java",90,0.72,0.07,1
3984,Health,"React, NodeJS, Python",70,0.19,0.53,1
1312,Finance,Kotlin,39,0.48,0.75,1
3360,Health,Java,57,0.12,0.17,1
523,Retail,"AWS, SQL",54,0.53,0.76,1
522,Tech,"Java, AWS, React",60,0.57,0.31,1
4879,Retail,"React, AWS, Java",90,0.54,0.61,1
2321,Retail,"SQL, Kotlin, React",17,0.47,0.66,1
936,Retail,"Python, React",40,0.59,0.65,1
2231,Education,"Kotlin, SQL, Java",66,1.0,0.02,1
4041,Health,"React, SQL, Kotlin",85,0.62,0.15,1
4584,Health,"Java, React, AWS",54,0.75,0.86,1
4942,Health,"AWS, Kotlin, NodeJS",71,0.19,0.94,1
3698,Education,"Java, Kotlin",44,0.53,0.56,1
2838,Tech,"SQL, Python, Kotlin",84,0.01,0.6,1
4084,Retail,"Kotlin, Java",67,0.03,0.76,1
2462,Tech,"AWS, React",57,0.32,0.41,1
3244,Education,Python,36,0.47,0.33,1
3360,Health,Java,57,0.58,0.77,1
686,Retail,AWS,43,0.89,0.03,1
2161,Finance,"Java, SQL",44,0.77,0.89,1
3989,Finance,"Java, AWS",62,0.3,0.44,1
4067,Tech,"SQL, Java, React",83,0.74,0.5,1
1568,Health,"Java, Kotlin",61,0.55,0.63,1
39,Finance,"NodeJS, Java",94,0.78,0.27,1
2545,Tech,"Kotlin, React, SQL",11,0.41,0.6,0
4876,Education,"AWS, Python",77,0.09,0.69,1
1257,Tech,Kotlin,33,0.62,0.12,0
2991,Tech,Java,66,0.56,0.52,1
2197,Tech,"AWS, SQL",23,0.95,0.33,1
3469,Retail,"Python, NodeJS, SQL",49,0.16,0.56,1
2709,Tech,"NodeJS, Java, Python",20,0.66,0.02,0
302,Tech,NodeJS,94,0.47,0.74,1
647,Retail,AWS,15,0.38,0.17,0
4759,Retail,"Python, NodeJS, Kotlin",66,0.79,0.69,1
1760,Education,"AWS, Python, Kotlin",30,0.81,0.77,1
4352,Health,Kotlin,89,0.71,0.75,1
598,Finance,"React, SQL, Kotlin",4,0.08,0.82,0
662,Finance,Python,64,0.35,0.31,1
4331,Tech,Java,65,0.05,0.97,1
1369,Education,AWS,8,0.34,0.02,0
2582,Tech,"SQL, NodeJS, AWS",52,0.65,0.48,1
3869,Finance,"Kotlin, React, NodeJS",14,0.52,0.27,0
3538,Retail,"Java, SQL, Kotlin",58,0.7,0.74,1
4866,Health,"AWS, Java, SQL",11,0.55,0.81,1
4309,Education,Java,59,0.56,0.82,1
4559,Retail,Java,24,0.51,0.3,0
283,Health,Python,88,0.36,0.27,1
3679,Education,"Kotlin, NodeJS, Python",32,0.45,0.68,1
1487,Education,SQL,89,0.11,0.93,1
